sample_id,altura_t1_cm,temp_t1_c,precipitacao_t1_mm,umidade_t1_pct,altura_t2_cm,temp_t2_c,precipitacao_t2_mm,umidade_t2_pct,temp_futuro_2d_c,precipitacao_futuro_2d_mm,umidade_futuro_2d_pct,crescimento_passado_2d_cm,crescimento_futuro_2d_cm
S01977,58.114,24.03,0.0,81.51,58.403,17.53,0.0,69.99,21.95,4.35,84.09,0.289,0.354
S04744,62.06,22.3,0.0,61.67,62.238,22.03,0.0,79.11,18.57,0.69,68.09,0.178,0.101
S07124,40.0,24.9,0.0,67.25,40.325,19.53,0.0,79.18,18.14,0.0,57.35,0.325,0.275
S01716,63.161,22.71,0.0,67.39,63.588,27.32,0.0,80.51,19.48,0.0,67.12,0.427,0.106
S08696,56.416,24.01,8.94,70.83,56.768,17.71,0.0,56.42,19.91,2.8,87.81,0.352,0.205
S07368,62.982,25.62,4.38,74.14,63.28,27.02,1.42,71.78,18.47,0.0,72.84,0.298,0.137
S09495,67.52,21.51,0.0,54.69,67.697,23.1,0.0,72.55,19.52,5.85,78.92,0.177,0.183
S08253,55.838,25.64,0.0,60.9,56.065,24.48,0.0,78.19,21.48,2.59,70.99,0.227,0.278
S01873,55.106,25.15,5.82,70.81,55.537,21.47,0.0,64.86,24.22,9.25,75.68,0.431,0.459
S04905,61.844,19.11,0.0,56.21,61.997,22.35,0.0,68.45,21.84,0.0,71.15,0.153,0.272
S01722,64.992,23.29,6.42,72.38,65.278,20.55,0.0,69.26,23.79,0.0,72.88,0.286,0.219
S07839,81.587,18.67,0.0,69.04,81.606,25.69,0.0,73.58,14.84,0.0,65.38,0.019,0.024
S01570,69.861,23.04,0.0,70.3,70.084,23.75,0.39,67.78,24.77,35.13,63.2,0.223,0.464
S04269,65.665,13.54,0.0,54.14,65.68,25.05,0.0,80.43,21.27,14.52,72.31,0.015,0.316
S02826,57.365,21.78,0.61,68.72,57.522,22.22,19.98,74.79,30.03,4.16,75.01,0.157,0.443
S05763,53.937,22.16,0.0,73.15,54.328,26.37,0.0,73.39,16.67,31.23,65.18,0.391,0.543
S04771,60.3,22.71,3.29,64.97,60.594,23.17,17.21,75.23,23.96,8.92,59.99,0.294,0.297
S08143,72.579,21.03,0.0,61.22,72.737,24.17,0.0,76.03,24.01,1.86,58.79,0.158,0.151
S00688,57.965,20.56,0.0,83.04,58.111,23.54,0.0,72.38,25.34,2.4,72.94,0.146,0.298
S06146,54.105,21.37,0.0,71.43,54.273,23.67,0.0,76.14,26.4,5.06,66.45,0.168,0.383
S09836,69.134,22.57,0.0,82.85,69.324,27.72,0.0,74.96,25.49,0.0,68.78,0.19,0.237
S00750,72.653,20.84,3.15,65.38,72.886,22.35,0.0,83.28,23.24,0.0,76.6,0.233,0.211
S07509,55.755,24.77,0.0,65.44,56.05,24.8,0.0,74.53,23.25,0.0,78.95,0.295,0.276
S05916,69.782,19.79,0.0,64.47,69.925,15.32,0.0,83.41,20.62,0.0,78.91,0.143,0.172
S06719,66.289,25.14,0.0,70.83,66.455,21.15,0.0,58.53,22.62,2.71,76.14,0.166,0.213
S03430,72.475,24.29,3.18,69.74,72.75,22.69,0.0,77.32,22.09,0.62,71.1,0.275,0.128
S04292,59.039,24.39,0.0,82.78,59.373,26.82,20.53,56.38,16.1,1.46,75.91,0.334,0.199
S05633,73.512,21.87,28.1,65.65,73.832,26.76,2.32,68.01,14.84,0.0,69.25,0.32,0.046
S08304,56.428,18.87,0.0,71.02,56.677,24.5,0.0,72.16,23.92,6.55,67.33,0.249,0.316
S02958,65.859,13.87,11.55,63.15,65.959,23.92,0.0,75.8,26.66,3.19,66.26,0.1,0.268
S02343,55.256,16.42,0.0,75.93,55.452,23.21,0.0,76.12,24.03,11.14,75.2,0.196,0.432
S00699,63.516,20.76,0.0,76.47,63.776,12.0,0.0,74.62,24.06,0.0,72.53,0.26,0.266
S08891,69.325,27.31,0.0,75.56,69.469,26.26,1.19,71.11,26.19,1.79,66.85,0.144,0.197
S07719,60.217,21.27,0.0,61.1,60.402,26.03,0.0,62.22,23.57,0.94,78.86,0.185,0.219
S00411,62.156,19.45,0.0,59.56,62.245,22.09,0.0,63.48,27.22,1.2,75.54,0.089,0.31
S08287,61.061,20.28,2.96,65.67,61.223,19.41,0.0,67.54,20.86,0.0,72.0,0.162,0.192
S02064,62.519,19.8,0.0,60.2,62.696,29.38,0.0,67.47,24.02,3.63,87.33,0.177,0.42
S05319,61.087,23.95,0.0,73.72,61.414,18.6,0.0,41.54,25.51,21.81,67.42,0.327,0.401
S04773,59.534,25.94,0.0,83.06,59.84,16.58,0.0,74.71,20.57,0.0,82.48,0.306,0.24
S04077,51.04,24.9,0.0,76.8,51.263,20.64,0.0,78.45,20.39,1.96,77.19,0.223,0.23
S07527,52.333,24.4,3.47,65.03,52.604,23.32,3.77,70.8,20.38,0.66,60.59,0.271,0.162
S05604,70.898,17.3,0.0,76.15,71.049,26.3,0.0,65.94,25.9,5.02,79.81,0.151,0.232
S03128,46.134,24.42,0.77,68.09,46.401,23.75,0.0,76.79,23.64,11.1,62.3,0.267,0.413
S07568,68.118,21.81,0.0,58.41,68.206,16.71,3.63,60.11,21.82,3.89,70.91,0.088,0.249
S07104,63.897,15.27,28.9,68.23,64.281,17.21,0.0,70.59,21.17,1.44,73.71,0.384,0.132
S03262,51.996,22.39,0.0,76.74,52.347,16.15,0.0,67.29,19.15,1.51,79.06,0.351,0.22
S06113,72.733,18.96,0.0,70.28,72.899,15.16,0.0,63.27,23.53,0.0,59.83,0.166,0.091
S07735,72.679,23.79,0.71,82.39,72.796,18.45,0.0,59.65,24.35,0.0,71.67,0.117,0.225
S06222,76.355,23.99,0.0,62.85,76.405,18.77,0.0,67.92,23.81,13.61,54.2,0.05,0.281
S09049,62.772,22.0,0.0,79.84,62.997,24.94,0.0,74.96,26.06,3.73,63.89,0.225,0.231
S03295,56.436,23.97,0.0,70.93,56.633,23.07,0.0,67.71,21.09,5.02,60.29,0.197,0.343
S09706,62.024,22.08,0.0,83.34,62.163,21.11,0.0,61.29,23.27,17.94,68.5,0.139,0.4
S08445,67.855,22.61,0.0,67.86,68.089,26.73,0.0,77.08,25.23,6.43,64.01,0.234,0.163
S04113,72.943,25.18,6.68,69.29,73.161,23.43,0.0,62.96,25.42,25.74,70.7,0.218,0.421
S05498,82.898,27.05,6.82,68.9,83.134,21.33,0.0,67.99,20.76,1.39,80.09,0.236,0.061
S03564,58.771,27.4,28.11,69.55,59.423,24.71,0.0,76.71,18.39,35.78,71.04,0.652,0.555
S02960,69.348,21.17,3.4,68.42,69.48,24.85,0.37,74.66,23.32,2.61,65.48,0.132,0.278
S06097,59.27,17.32,0.0,70.92,59.533,28.61,0.0,69.83,24.85,0.32,80.22,0.263,0.387
S06820,56.264,18.57,0.0,60.79,56.577,22.82,14.03,66.03,20.02,12.91,78.39,0.313,0.339
S03037,52.681,27.23,0.0,76.32,53.039,25.19,12.79,72.45,17.86,1.03,70.63,0.358,0.194
S00097,62.806,21.92,0.0,81.17,63.067,23.88,5.02,79.74,17.78,8.2,75.49,0.261,0.203
S05623,51.108,18.93,4.03,63.73,51.456,24.68,0.0,65.54,23.48,24.84,75.58,0.348,0.542
S06614,72.542,17.24,0.0,70.52,72.665,18.62,0.0,62.91,19.01,0.0,69.05,0.123,0.01
S08961,64.465,18.89,32.06,58.59,64.895,27.84,0.57,74.17,21.37,1.52,57.25,0.43,0.089
S05110,63.543,23.62,0.0,70.94,63.864,25.58,13.26,68.15,19.05,0.0,63.53,0.321,0.13
S08670,60.553,23.74,13.22,68.73,61.053,26.12,3.51,82.76,22.41,17.39,71.28,0.5,0.35
S03155,58.466,17.25,0.0,69.68,58.667,22.17,11.38,83.89,23.19,1.66,68.63,0.201,0.249
S03967,47.087,23.89,0.0,70.79,47.603,17.55,0.0,55.68,25.56,0.0,75.79,0.516,0.434
S03605,69.45,20.71,0.0,55.81,69.617,23.13,0.0,49.05,22.75,11.08,68.78,0.167,0.278
S05526,65.754,26.22,0.0,70.85,65.983,24.56,0.0,68.98,24.19,3.46,76.03,0.229,0.219
S02091,60.204,21.6,3.25,78.11,60.469,15.81,0.52,75.2,22.29,4.65,70.33,0.265,0.187
S09549,53.324,21.84,0.0,85.09,53.66,20.77,0.0,70.13,23.42,0.0,63.79,0.336,0.296
S06074,49.541,15.29,0.0,69.3,49.786,19.17,0.0,59.45,17.17,2.87,73.65,0.245,0.18
S04971,71.239,22.86,2.64,70.57,71.42,26.01,0.0,78.3,21.76,10.32,64.63,0.181,0.262
S01252,62.111,23.63,1.13,68.54,62.251,19.3,0.0,59.92,24.96,1.65,60.42,0.14,0.267
S09501,66.175,24.95,2.62,74.42,66.474,21.11,0.0,67.37,23.68,0.0,81.94,0.299,0.222
S00565,57.994,23.96,2.12,55.0,58.163,26.21,11.36,62.47,21.63,6.55,69.39,0.169,0.367
S07476,65.106,22.98,0.0,77.02,65.352,23.74,0.0,90.29,25.09,3.99,66.49,0.246,0.293
S09707,61.387,24.71,16.64,76.78,61.832,27.36,19.43,52.15,23.46,0.0,71.82,0.445,0.213
S05057,66.472,29.78,35.0,63.53,67.058,22.93,4.21,71.64,27.07,1.73,78.74,0.586,0.283
S04398,70.447,17.57,0.0,70.33,70.541,23.23,6.77,64.14,20.47,1.56,71.03,0.094,0.183
S00724,63.494,28.79,2.28,84.62,63.823,21.67,0.0,67.14,24.97,2.63,66.07,0.329,0.202
S09213,66.435,17.33,0.0,69.48,66.823,25.17,21.35,69.52,24.66,4.26,61.96,0.388,0.233
S05606,71.791,27.35,4.12,57.42,72.33,26.19,6.0,54.55,17.12,5.86,73.13,0.539,0.175
S05517,51.129,26.55,0.0,77.91,51.521,22.74,0.0,57.36,23.75,0.0,78.36,0.392,0.319
S08449,45.976,16.73,0.0,72.96,46.533,23.81,0.16,65.07,21.36,3.7,68.35,0.557,0.294
S02753,66.393,25.07,0.0,68.54,66.602,18.87,0.0,70.84,24.58,0.0,79.1,0.209,0.244
S08669,68.406,15.36,0.0,76.48,68.539,22.26,0.0,70.14,17.83,1.7,65.21,0.133,0.096
S07623,80.016,30.99,3.93,68.45,80.233,23.18,0.0,51.14,19.86,1.94,52.55,0.217,0.043
S02503,54.37,22.38,0.0,77.48,54.616,20.79,0.0,50.91,24.34,8.63,78.89,0.246,0.383
S08874,66.913,25.17,0.1,80.65,67.12,24.62,0.0,71.45,22.14,3.33,63.03,0.207,0.206
S07535,61.749,23.69,0.0,57.58,62.001,22.5,0.0,78.69,20.05,1.08,78.48,0.252,0.179
S09716,56.267,22.84,5.76,62.06,56.529,23.75,0.0,63.48,25.49,2.55,69.92,0.262,0.331
S06995,86.166,25.46,15.1,71.81,86.765,26.83,0.0,69.2,20.34,0.0,72.23,0.599,0.093
S03513,72.993,28.07,0.0,68.18,73.283,28.14,10.89,67.42,17.85,0.0,59.31,0.29,0.06
S07668,56.346,16.7,1.88,71.38,56.564,23.4,0.0,54.81,25.86,0.57,59.96,0.218,0.353
S08610,74.866,22.59,8.11,68.29,75.152,25.88,0.0,74.76,21.91,8.87,71.44,0.286,0.181
S03187,72.797,16.89,0.0,67.95,72.925,26.96,9.38,61.98,22.48,8.48,73.07,0.128,0.176
S04635,57.746,23.27,1.79,71.66,58.063,26.15,10.6,62.96,25.22,2.76,82.96,0.317,0.37
S04399,59.282,24.75,7.57,81.82,59.613,25.58,0.0,83.56,19.45,4.16,67.41,0.331,0.146
S00050,58.221,23.08,2.24,75.19,58.525,15.96,3.33,61.9,19.56,6.4,65.96,0.304,0.165
S05714,61.315,21.72,0.0,62.67,61.347,22.71,0.0,50.95,21.57,0.0,62.38,0.032,0.141
S02328,56.948,18.36,6.33,65.14,57.261,25.06,34.7,65.62,17.67,1.87,65.73,0.313,0.186
S04221,56.053,22.73,6.73,63.72,56.298,16.69,4.14,51.25,25.27,10.33,78.91,0.245,0.443
S06414,49.007,23.3,0.0,62.03,49.348,26.83,29.65,79.09,21.75,4.28,63.38,0.341,0.278
S00952,66.994,20.73,3.02,72.79,67.271,18.47,0.0,62.45,20.48,0.0,76.61,0.277,0.157
S00833,60.984,27.4,0.0,63.7,61.086,23.59,4.31,72.77,24.13,0.0,67.11,0.102,0.232
S01598,54.57,16.54,0.0,47.68,54.756,21.33,0.0,81.56,25.41,1.12,50.93,0.186,0.267
S06339,50.635,23.75,0.0,62.02,50.882,27.19,0.0,67.18,16.84,0.0,70.83,0.247,0.153
S05108,66.944,22.92,0.0,77.01,67.187,23.81,0.24,73.07,26.08,0.0,68.72,0.243,0.25
S01294,67.054,29.31,20.03,84.56,67.564,16.59,0.0,64.42,21.61,0.0,75.1,0.51,0.227
S09771,53.062,29.19,0.0,79.52,53.373,19.81,0.0,83.77,18.87,17.01,64.2,0.311,0.366
S06494,70.612,17.55,0.0,56.54,70.739,25.74,20.63,67.85,25.11,0.86,70.87,0.127,0.181
S02777,48.739,25.62,3.34,75.7,49.031,18.01,0.0,68.14,24.15,0.0,70.86,0.292,0.276
S05581,45.641,23.62,26.12,64.42,46.248,16.33,0.0,69.99,23.89,12.36,76.37,0.607,0.479
S09044,71.043,17.01,0.0,67.04,71.155,19.82,0.0,69.94,21.45,0.0,76.04,0.112,0.15
S05546,70.549,23.29,0.0,65.78,70.672,25.74,0.0,85.53,22.3,0.85,69.91,0.123,0.133
S07539,65.847,21.01,15.6,69.91,66.119,19.64,0.0,66.88,21.11,1.62,55.01,0.272,0.047
S00526,59.195,17.01,0.0,68.29,59.259,22.72,0.99,70.78,24.28,8.99,73.92,0.064,0.397
S00146,59.409,20.95,0.0,82.78,59.674,20.47,0.0,61.86,26.64,5.08,65.57,0.265,0.307
S01117,65.219,21.87,0.0,70.83,65.51,16.95,0.0,65.76,27.61,23.82,69.42,0.291,0.52
S00479,69.366,22.02,0.0,62.25,69.595,22.85,0.0,86.93,24.81,6.83,70.96,0.229,0.262
S04472,75.436,22.37,0.0,73.94,75.461,24.62,12.55,79.97,21.57,1.77,74.85,0.025,0.108
S05519,40.678,24.21,0.0,81.85,41.036,26.19,1.25,61.06,24.6,1.43,70.05,0.358,0.411
S02574,54.976,26.77,0.0,64.29,55.217,22.27,0.0,70.07,25.14,0.71,72.51,0.241,0.283
S07717,53.36,20.28,1.41,69.71,53.634,23.91,4.88,66.3,20.77,0.0,64.42,0.274,0.148
S07264,72.887,25.16,0.0,76.96,73.078,24.54,0.0,78.84,26.3,6.99,72.11,0.191,0.262
S02191,49.642,25.42,0.0,72.96,50.064,19.05,0.0,70.58,20.39,19.15,73.08,0.422,0.436
S06933,58.412,30.16,4.7,70.54,58.771,26.96,0.0,84.61,21.4,0.24,59.37,0.359,0.126
S09093,47.96,25.37,0.0,84.14,48.38,28.21,0.0,82.52,22.44,0.0,64.1,0.42,0.198
S04130,58.278,22.71,0.0,72.14,58.557,27.41,0.0,81.34,25.6,1.26,72.45,0.279,0.362
S03072,67.659,26.37,0.0,70.61,67.917,24.74,0.0,69.99,22.85,8.18,75.58,0.258,0.291
S00730,68.127,27.5,0.0,62.92,68.448,22.65,9.58,64.1,21.05,0.0,70.34,0.321,0.132
S01987,64.242,25.93,0.0,76.15,64.539,24.4,0.0,69.78,23.44,0.57,71.16,0.297,0.346
S09920,47.476,22.24,0.0,68.83,47.838,22.96,6.54,73.49,20.48,0.0,70.45,0.362,0.267
S09833,60.224,16.9,0.0,61.57,60.303,21.75,18.53,90.21,21.91,10.42,63.99,0.079,0.37
S01171,53.171,28.3,0.0,66.53,53.501,20.27,0.0,46.73,25.24,5.28,71.54,0.33,0.367
S09389,52.715,25.25,3.97,78.83,53.052,20.49,0.0,69.07,18.78,0.0,72.34,0.337,0.219
S08064,59.287,21.67,0.0,72.78,59.572,24.93,0.0,64.99,19.35,0.98,77.8,0.285,0.2
S02769,70.726,21.16,13.8,81.86,71.244,24.31,0.0,71.19,24.13,0.0,69.36,0.518,0.135
S02931,58.218,23.47,0.0,65.64,58.454,18.45,0.0,68.53,24.61,31.0,87.76,0.236,0.728
S03633,58.441,18.95,20.69,74.72,58.848,22.27,16.75,70.23,23.68,4.28,91.16,0.407,0.373
S02765,72.65,26.59,15.96,74.04,73.038,20.58,5.13,65.22,22.12,0.0,51.89,0.388,0.031
S02063,81.378,30.09,0.0,76.3,81.623,20.89,0.0,56.96,21.4,2.26,68.06,0.245,0.083
S07460,63.399,24.61,4.02,72.3,63.889,30.02,0.0,69.46,21.38,0.0,67.1,0.49,0.131
S02548,52.618,19.98,15.21,75.04,53.07,14.86,0.0,55.04,21.15,0.0,63.32,0.452,0.22
S05347,51.399,26.28,3.28,74.98,51.838,24.73,0.0,77.05,24.97,38.74,66.76,0.439,0.686
S09701,72.229,25.38,0.0,72.13,72.398,21.86,0.0,66.56,24.86,6.32,68.56,0.169,0.284
S00406,57.804,23.54,0.0,69.64,57.982,24.93,0.0,65.92,22.23,0.0,65.9,0.178,0.195
S04924,76.73,20.2,8.02,68.89,76.988,16.84,0.0,62.19,23.02,6.64,63.54,0.258,0.184
S02142,51.366,28.76,21.31,81.23,51.999,23.85,0.0,66.28,22.64,6.82,63.29,0.633,0.42
S05685,41.923,19.82,0.0,57.12,42.165,23.14,0.0,71.18,24.67,0.0,68.63,0.242,0.39
S00419,56.369,27.04,0.0,70.25,56.67,18.61,0.0,72.67,23.58,0.33,66.78,0.301,0.296
S03121,63.417,22.33,0.0,66.01,63.762,18.76,0.0,66.94,18.9,0.0,77.61,0.345,0.138
S06928,64.238,26.01,0.0,62.56,64.433,24.73,0.0,76.36,26.81,5.07,73.59,0.195,0.321
S06517,58.565,28.37,9.5,77.59,59.011,22.72,0.0,65.96,25.92,0.93,74.26,0.446,0.291
S02469,60.919,24.93,9.13,84.08,61.509,18.1,0.0,68.81,24.35,0.0,70.74,0.59,0.187
S04309,52.291,26.23,0.0,76.56,52.657,25.8,0.0,62.7,16.08,2.97,71.68,0.366,0.212
S04254,62.882,23.82,1.12,61.39,63.212,24.32,0.0,65.63,25.56,5.11,69.87,0.33,0.309
S07610,71.051,23.02,0.0,77.21,71.18,17.95,0.0,61.15,26.06,33.43,79.38,0.129,0.65
S01948,62.323,22.82,1.66,85.02,62.599,25.86,0.0,86.26,20.03,4.86,74.19,0.276,0.149
S05473,54.806,15.06,0.0,56.64,54.945,23.5,14.51,73.89,25.67,26.04,74.49,0.139,0.569
S08661,72.208,18.68,0.0,65.23,72.218,22.2,0.0,71.73,16.57,0.0,69.96,0.01,0.043
S02523,63.806,24.48,0.0,72.88,64.167,24.6,0.0,70.61,18.22,0.61,69.88,0.361,0.083
S09983,64.519,18.56,0.0,69.63,64.662,24.23,0.0,66.24,22.25,14.81,76.57,0.143,0.274
S02744,48.167,18.49,0.0,81.82,48.418,20.65,0.84,65.34,21.92,3.08,71.13,0.251,0.298
S09469,73.864,18.71,0.0,80.59,73.993,19.88,0.0,58.68,24.53,0.0,71.97,0.129,0.161
S05587,56.895,22.81,0.0,62.4,57.109,27.98,0.0,73.43,22.76,0.44,83.06,0.214,0.299
S01038,44.723,23.73,3.06,73.08,45.096,25.6,0.0,83.55,23.95,2.43,80.82,0.373,0.468
S03146,68.982,20.05,0.0,63.46,69.091,24.34,10.18,68.27,18.98,0.0,64.1,0.109,0.091
S02321,59.266,20.12,7.39,65.57,59.701,22.9,6.76,66.22,18.23,0.0,63.73,0.435,0.109
S02646,65.175,24.76,10.73,60.8,65.491,15.96,0.0,58.48,23.18,0.0,72.79,0.316,0.213
S00844,50.812,17.94,0.0,65.92,51.079,23.01,0.0,57.95,24.35,27.75,60.53,0.267,0.517
S02501,72.056,27.09,0.0,84.99,72.214,17.18,0.0,64.75,24.24,0.0,59.42,0.158,0.185
S01596,68.32,21.32,5.16,61.65,68.624,20.51,6.14,69.59,21.76,8.49,61.32,0.304,0.187
S03840,52.64,18.43,0.0,70.32,52.93,23.94,0.0,71.94,21.79,0.0,82.98,0.29,0.288
S02953,54.669,26.36,0.0,67.13,54.928,22.0,3.19,98.0,24.8,2.7,62.61,0.259,0.278
S01788,74.677,22.11,0.0,70.83,75.059,28.64,21.62,57.3,19.98,3.11,73.42,0.382,0.13
S04747,71.182,21.57,0.0,79.15,71.315,20.97,0.0,71.56,26.65,1.83,87.53,0.133,0.264
S05215,44.443,23.11,0.0,79.62,44.856,25.12,0.0,82.0,23.7,8.23,79.57,0.413,0.429
S05858,63.266,24.45,1.68,73.49,63.455,17.31,0.0,76.01,19.38,0.0,62.43,0.189,0.124
S02919,65.958,17.35,0.0,63.4,66.077,31.4,0.0,70.16,24.84,0.0,58.96,0.119,0.184
S02143,68.217,24.88,2.27,74.54,68.474,18.27,0.0,77.32,22.85,6.14,72.42,0.257,0.189
S07035,73.406,24.01,0.0,71.02,73.505,14.91,0.0,79.55,21.51,1.55,68.82,0.099,0.196
S02571,46.652,26.94,0.0,75.59,47.267,17.3,0.0,67.23,21.62,0.0,69.62,0.615,0.28
S01862,48.409,23.6,0.0,72.31,48.711,23.81,0.0,77.51,18.75,13.93,63.27,0.302,0.263
S09344,66.214,26.74,0.0,66.74,66.538,22.64,0.0,72.66,23.86,0.0,65.57,0.324,0.186
S09804,65.457,27.99,0.0,68.59,65.92,20.66,0.0,68.09,22.49,4.62,78.2,0.463,0.222
S03897,65.554,24.44,13.91,62.88,66.0,16.21,3.61,62.81,17.91,0.0,59.02,0.446,0.075
S02133,52.903,25.49,0.0,72.0,53.21,27.86,0.0,68.72,22.2,24.78,67.15,0.307,0.439
S00672,54.589,23.57,21.7,57.44,55.021,19.89,0.0,68.15,25.86,2.79,69.52,0.432,0.302
S00004,60.084,22.62,0.0,66.56,60.295,29.83,4.46,77.34,20.3,0.86,56.67,0.211,0.131
S04893,58.369,20.27,0.0,72.61,58.728,23.6,0.0,66.23,20.3,0.18,67.42,0.359,0.167
S05827,63.728,24.76,0.0,81.69,64.011,19.2,8.68,74.61,22.41,0.0,73.06,0.283,0.29
S01591,70.789,24.35,3.61,65.26,70.911,25.94,0.0,75.05,25.06,0.0,72.49,0.122,0.128
S04224,43.311,28.94,0.0,86.13,43.792,17.96,0.0,63.19,21.28,6.61,74.67,0.481,0.46
S00386,70.474,19.34,10.11,71.37,70.674,25.01,0.0,81.81,24.95,2.28,80.9,0.2,0.203
S03861,65.94,22.2,0.0,69.03,66.097,25.48,0.0,87.84,20.75,0.76,57.88,0.157,0.065
S05746,59.524,28.36,7.1,76.28,59.862,23.38,0.16,66.02,21.12,3.05,78.04,0.338,0.255
S05422,72.922,24.35,0.0,82.39,73.116,27.99,0.0,68.58,23.2,4.48,65.71,0.194,0.18
S06492,48.746,23.11,0.0,79.21,49.054,28.15,14.61,70.75,17.3,0.0,66.28,0.308,0.234
S03757,61.52,18.94,0.0,74.86,61.653,20.5,0.0,72.1,19.63,7.71,56.15,0.133,0.18
S05180,65.61,22.5,0.0,73.42,65.893,25.77,20.65,75.47,23.02,6.85,67.89,0.283,0.321
S02264,64.815,22.94,6.49,56.2,65.036,21.81,0.0,86.14,24.75,7.88,72.95,0.221,0.342
S06236,73.787,26.97,0.0,74.41,74.195,24.25,0.0,68.61,25.24,0.0,76.0,0.408,0.155
S02733,52.803,22.87,0.0,70.22,53.109,24.2,0.0,53.82,24.52,0.71,68.45,0.306,0.319
S06032,53.372,24.14,7.93,64.04,53.647,23.77,5.79,61.57,22.29,0.0,75.02,0.275,0.327
S02630,45.12,16.15,0.0,66.39,45.416,15.43,0.0,54.24,22.72,0.0,70.56,0.296,0.258
S06773,61.748,23.94,13.51,78.44,62.123,21.1,0.0,51.07,17.91,25.49,69.36,0.375,0.29
S09837,64.518,23.54,0.0,64.19,64.73,24.56,0.0,74.0,24.07,2.04,68.79,0.212,0.173
S01872,58.031,20.87,0.0,68.82,58.324,25.19,0.0,75.67,20.53,0.0,68.94,0.293,0.175
S03937,71.51,22.35,0.0,64.48,71.659,24.29,0.0,75.66,21.12,3.29,66.57,0.149,0.056
S00086,78.901,24.16,0.0,66.72,78.976,15.29,3.36,66.81,24.69,6.44,63.43,0.075,0.095
S02470,46.869,26.0,0.0,64.24,47.286,16.52,0.0,67.32,26.52,0.0,70.45,0.417,0.314
S08319,53.163,26.51,0.0,53.55,53.522,23.7,0.0,70.41,20.97,0.71,75.32,0.359,0.274
S01262,62.286,28.5,0.0,71.56,62.573,21.02,0.0,79.12,21.9,12.0,65.0,0.287,0.243
S04090,71.063,23.65,0.51,72.46,71.148,18.54,2.62,72.21,22.61,1.61,73.07,0.085,0.115
S04620,70.754,22.45,0.0,60.98,70.979,21.39,7.06,80.52,23.94,10.41,64.44,0.225,0.207
S02792,61.89,21.59,6.75,61.26,62.136,18.19,4.31,79.93,20.84,0.0,62.25,0.246,0.112
S00620,57.409,22.62,0.0,66.26,57.568,23.78,16.45,64.78,17.31,1.73,67.86,0.159,0.152
S08547,56.519,24.05,5.51,68.92,56.847,24.55,2.07,74.56,18.44,0.0,75.36,0.328,0.164
S07670,60.482,24.13,0.0,67.73,60.78,22.69,0.0,79.47,25.29,0.0,66.76,0.298,0.231
S06810,59.196,29.9,0.0,58.33,59.443,30.5,8.05,84.32,17.97,0.96,54.97,0.247,0.098
S09148,47.258,21.01,0.0,69.84,47.497,15.26,0.0,56.15,21.77,0.0,71.16,0.239,0.288
S08965,80.22,17.07,0.89,58.88,80.239,24.59,2.14,75.22,25.13,3.94,79.58,0.019,0.175
S04357,56.954,17.66,0.0,61.19,57.133,18.08,0.0,68.6,22.39,23.43,76.46,0.179,0.49
S07747,52.095,18.2,0.0,67.63,52.353,28.18,0.0,85.75,23.47,1.74,50.63,0.258,0.266
S02079,54.183,23.92,35.0,77.58,54.881,18.24,0.0,61.93,27.22,3.45,63.99,0.698,0.29
S05463,63.172,20.63,0.0,74.91,63.382,13.09,0.0,63.17,25.29,13.93,73.26,0.21,0.402
S01257,40.0,25.24,9.11,69.31,40.746,29.28,0.0,58.89,27.95,14.65,74.24,0.746,0.584
S02416,60.033,23.47,0.0,57.94,60.252,26.9,0.0,67.04,22.88,8.87,61.45,0.219,0.251
S04784,52.545,25.05,0.0,64.44,52.806,23.82,0.0,73.35,20.54,0.45,71.14,0.261,0.205
S01512,59.563,24.71,0.0,71.91,59.872,23.85,0.16,73.44,22.04,1.33,58.46,0.309,0.181
S05612,73.052,26.51,0.0,61.71,73.267,17.86,0.0,60.25,22.96,1.16,76.93,0.215,0.122
S09109,69.304,26.61,6.64,87.54,69.639,22.13,0.0,60.03,21.78,0.12,66.75,0.335,0.204
S05184,62.166,20.46,0.0,73.03,62.302,30.41,6.83,77.29,21.86,0.0,56.54,0.136,0.171
S05432,56.173,24.23,0.0,60.98,56.505,24.13,0.0,69.5,28.58,0.0,73.34,0.332,0.384
S04265,58.051,29.8,0.0,74.46,58.349,26.07,0.0,83.47,26.38,6.67,85.43,0.298,0.404
S01363,51.529,17.8,0.0,57.2,51.756,23.83,0.0,67.27,22.46,0.48,69.86,0.227,0.268
S04662,66.202,24.07,0.0,74.59,66.41,22.43,0.0,71.75,22.12,5.0,76.92,0.208,0.254
S05182,54.571,24.6,0.0,71.86,54.849,27.58,0.0,79.16,25.16,0.0,67.87,0.278,0.335
S02361,58.464,21.55,0.0,65.39,58.695,25.61,0.0,65.24,25.85,19.19,73.28,0.231,0.438
S08531,65.139,22.73,4.05,84.56,65.332,17.62,3.4,79.46,23.82,5.8,87.04,0.193,0.344
S06678,76.431,19.43,0.0,62.25,76.485,23.59,0.0,77.22,28.22,1.91,81.85,0.054,0.228
S08786,54.176,22.04,10.69,52.08,54.483,24.9,3.63,68.7,24.41,0.0,69.76,0.307,0.305
S08964,69.566,27.26,0.0,63.96,69.72,22.72,0.0,68.26,25.98,4.79,74.05,0.154,0.306
S04372,67.017,19.0,0.0,74.43,67.225,27.25,5.15,59.74,22.69,0.0,57.17,0.208,0.115
